,historical_consistency,fan_influence,controversy_gra,stability,fairness
rank,0.0,-0.7902097902097903,0.5932300600773159,6.033615757849723,0.721153846157192
percent,0.0,-0.9720279720279721,0.6528377882623589,13.874498858917844,0.8071724713843453
